"result_sim1","result_se","gamma_result"
0.252083333333333,0.126468171142925,0.142857142857143
0.165625,0.116722221552793,0.3
0.0947916666666667,0.0886923977606562,0.411764705882353
0.0964285714285714,0.0866286372723249,0.588235294117647
0.075,0.0610973449446619,0.684210526315789
0.1046875,0.103238214609205,0.868421052631579
0.12734375,0.109589527407527,0.976190476190476
0.225694444444444,0.128809735504033,1.13636363636364
0.0958333333333333,0.0852338371839138,1.26086956521739
0.056875,0.0664391555666165,1.41666666666667
0.05625,0.0581219799814324,1.44
0.0142045454545455,0.033608010629781,1.92307692307692
0.00340909090909091,0.0120478697884732,2.37037037037037
0.0046875,0.0148150666220396,2.89285714285714
0.00364583333333333,0.0118478806106763,3.28333333333333
0.00104166666666667,0.00931694990624912,3.7258064516129
0.000480769230769231,0.00430013072596113,4.234375
0.000480769230769231,0.00430013072596113,4.66666666666667
0.000446428571428571,0.00399297853124962,5.19117647058824
0.00125,0.00637273994024482,5.71428571428571
