"","V1","error","dlda","slda","mlda"
"1",0.0202020202020202,0.434343434343434,0.363636363636364,0.363636363636364,0.363636363636364
"2",0.363636363636364,0.313131313131313,0.313131313131313,0.292929292929293,0.313131313131313
"3",0.707070707070707,0.292929292929293,0.313131313131313,0.292929292929293,0.212121212121212
"4",1.06060606060606,0.373737373737374,0.303030303030303,0.282828282828283,0.252525252525253
"5",1.4040404040404,0.292929292929293,0.303030303030303,0.282828282828283,0.262626262626263
"6",1.75757575757576,0.262626262626263,0.313131313131313,0.272727272727273,0.292929292929293
"7",2.1010101010101,0.282828282828283,0.323232323232323,0.282828282828283,0.262626262626263
"8",2.44444444444444,0.171717171717172,0.323232323232323,0.252525252525253,0.252525252525253
"9",2.7979797979798,0.191919191919192,0.313131313131313,0.191919191919192,0.191919191919192
"10",3.14141414141414,0.212121212121212,0.313131313131313,0.222222222222222,0.212121212121212
"11",3.49494949494949,0.272727272727273,0.303030303030303,0.212121212121212,0.191919191919192
"12",3.83838383838384,0.252525252525253,0.303030303030303,0.202020202020202,0.171717171717172
"13",4.18181818181818,0.262626262626263,0.303030303030303,0.191919191919192,0.181818181818182
"14",4.53535353535354,0.303030303030303,0.303030303030303,0.232323232323232,0.191919191919192
"15",4.87878787878788,0.252525252525253,0.303030303030303,0.232323232323232,0.212121212121212
"16",5.23232323232323,0.262626262626263,0.303030303030303,0.212121212121212,0.212121212121212
"17",5.57575757575758,0.252525252525253,0.313131313131313,0.212121212121212,0.222222222222222
"18",5.92929292929293,0.282828282828283,0.313131313131313,0.232323232323232,0.212121212121212
"19",6.27272727272727,0.272727272727273,0.313131313131313,0.242424242424242,0.202020202020202
"20",6.61616161616162,0.272727272727273,0.313131313131313,0.202020202020202,0.212121212121212
"21",6.96969696969697,0.262626262626263,0.313131313131313,0.202020202020202,0.232323232323232
"22",7.31313131313131,0.222222222222222,0.313131313131313,0.242424242424242,0.242424242424242
"23",7.66666666666667,0.222222222222222,0.313131313131313,0.252525252525253,0.232323232323232
"24",8.01010101010101,0.191919191919192,0.313131313131313,0.222222222222222,0.202020202020202
"25",8.35353535353535,0.222222222222222,0.313131313131313,0.202020202020202,0.202020202020202
"26",8.70707070707071,0.212121212121212,0.313131313131313,0.202020202020202,0.191919191919192
"27",9.05050505050505,0.191919191919192,0.313131313131313,0.202020202020202,0.212121212121212
"28",9.4040404040404,0.181818181818182,0.313131313131313,0.212121212121212,0.202020202020202
"29",9.74747474747475,0.161616161616162,0.313131313131313,0.212121212121212,0.202020202020202
"30",10.1010101010101,0.161616161616162,0.313131313131313,0.191919191919192,0.191919191919192
