"result_sim1","result_se","gamma_result"
0.209848484848485,0.142241854835982,0.142857142857143
0.203333333333333,0.119224015538114,0.3
0.220769230769231,0.10118832522655,0.411764705882353
0.217252747252747,0.117261427722679,0.588235294117647
0.238619047619048,0.120119074433987,0.684210526315789
0.303083333333333,0.14140972440793,0.868421052631579
0.344889705882353,0.129440473397967,0.976190476190476
0.293954248366013,0.112290655722351,1.13636363636364
0.225584795321637,0.111477655226333,1.26086956521739
0.156526315789474,0.0876973497261855,1.41666666666667
0.1515,0.0839236666154537,1.44
0.0786580086580086,0.0491393661984733,1.92307692307692
0.0568181818181818,0.0435194139889245,2.37037037037037
0.0528079710144927,0.0380154749463645,2.89285714285714
0.06075,0.0407218639310654,3.28333333333333
0.0504,0.0353316180258311,3.7258064516129
0.0545156695156695,0.0371656800894021,4.234375
0.0546866096866097,0.0382495948341307,4.66666666666667
0.0512301587301587,0.0355249242109655,5.19117647058824
0.0510344827586207,0.0351656518178813,5.71428571428571
