"result_sim1","result_se","gamma_result"
0.438333333333333,0.100433962982222,0.0142857142857143
0.283333333333333,0.08495063595962,0.180555555555556
0.233666666666667,0.0850819899015748,0.328947368421053
0.2228125,0.0710190024275762,0.487179487179487
0.236875,0.0848791290035662,0.6375
0.265588235294118,0.0960998011812454,0.792682926829268
0.385833333333333,0.0912268809532307,0.964285714285714
0.274722222222222,0.0784577261324469,1.10227272727273
0.214722222222222,0.0832729860055414,1.25555555555556
0.161578947368421,0.0627021479769413,1.41304347826087
0.16225,0.0610818915452647,1.45744680851064
0.118,0.063869342640213,1.76041666666667
0.0957142857142857,0.0478565505767661,2.09183673469388
0.0814285714285714,0.0460516451987975,2.37254901960784
0.0697727272727273,0.041901417343055,2.71153846153846
0.0588636363636364,0.0338944446048765,3
0.055,0.0363574897900424,3.34259259259259
0.0521739130434783,0.0360337136526412,3.61607142857143
0.0485416666666667,0.0329809605229228,3.95614035087719
0.0460416666666667,0.0343151644826018,4.24137931034483
0.396,0.0779017770573102,0.0169491525423729
0.218,0.0651028711992324,0.172131147540984
0.148653846153846,0.0575856953287613,0.336065573770492
0.156923076923077,0.0594914997225531,0.484126984126984
0.158333333333333,0.0535150264816463,0.640625
0.19,0.0640754688676094,0.795454545454545
0.33125,0.0827271941493507,0.954545454545455
0.241785714285714,0.0689234216649861,1.10294117647059
0.14448275862069,0.0506850226654596,1.26811594202899
0.1085,0.0509998239472325,1.42857142857143
