"index","train","test"
1,0.438403361344538,0.443921568627451
6,0.342773109243697,0.370980392156863
11,0.283949579831933,0.312549019607843
16,0.258991596638655,0.294705882352941
21,0.213193277310924,0.273333333333333
26,0.187142857142857,0.253725490196078
31,0.16436974789916,0.242352941176471
36,0.148151260504202,0.220980392156863
41,0.127983193277311,0.209019607843137
46,0.114873949579832,0.186470588235294
51,0.0891596638655462,0.19
56,0.0778151260504202,0.186470588235294
61,0.0699159663865546,0.183725490196078
66,0.0649579831932773,0.163921568627451
71,0.049327731092437,0.168235294117647
76,0.0436974789915966,0.157058823529412
81,0.0383193277310924,0.152941176470588
86,0.0309243697478992,0.152745098039216
91,0.0218487394957983,0.149411764705882
96,0.0191596638655462,0.154117647058824
101,0.0163025210084034,0.138627450980392
106,0.0146218487394958,0.144705882352941
111,0.00907563025210084,0.14
116,0.00630252100840336,0.141764705882353
121,0.00554621848739496,0.139803921568627
126,0.00361344537815126,0.153725490196078
131,0.00336134453781513,0.146078431372549
136,0.00176470588235294,0.165098039215686
141,0.00109243697478992,0.140980392156863
146,0.000672268907563025,0.152745098039216
151,0.000672268907563025,0.145490196078431
156,0.000420168067226891,0.159411764705882
161,0.000336134453781513,0.166666666666667
166,8.40336134453782e-05,0.167450980392157
171,0,0.170392156862745
176,0,0.178627450980392
181,8.40336134453782e-05,0.183137254901961
186,0,0.186470588235294
191,0,0.195294117647059
196,0,0.210980392156863
201,0,0.21843137254902
206,0,0.229607843137255
211,0,0.252941176470588
216,0,0.28
221,0,0.297254901960784
226,0,0.332941176470588
231,0,0.362156862745098
236,0,0.444901960784314
241,0,0.357254901960784
246,0,0.305098039215686
251,0,0.292156862745098
256,0,0.273529411764706
261,0,0.247647058823529
266,0,0.238823529411765
271,0,0.22
276,0,0.199019607843137
281,0,0.195490196078431
286,0,0.182941176470588
291,0,0.175490196078431
296,0,0.176666666666667
301,0,0.147058823529412
306,8.40336134453782e-05,0.155882352941176
311,0,0.147647058823529
316,0,0.140980392156863
321,0,0.145098039215686
326,0,0.139607843137255
331,8.40336134453782e-05,0.13078431372549
336,0,0.123137254901961
341,8.40336134453782e-05,0.125294117647059
346,0.000168067226890756,0.12078431372549
351,0.000168067226890756,0.116470588235294
356,0.000168067226890756,0.111960784313725
361,0.000336134453781513,0.102745098039216
366,0.000168067226890756,0.102941176470588
371,0.000588235294117647,0.102549019607843
376,0.000756302521008403,0.100392156862745
381,0.000756302521008403,0.0996078431372549
386,0.00100840336134454,0.0998039215686275
391,0.00134453781512605,0.0972549019607843
396,0.00142857142857143,0.0782352941176471
401,0.00117647058823529,0.0872549019607843
406,0.00210084033613445,0.0752941176470588
411,0.00151260504201681,0.0898039215686274
416,0.00184873949579832,0.0776470588235294
421,0.00277310924369748,0.0805882352941177
426,0.00210084033613445,0.0790196078431373
431,0.00327731092436975,0.0798039215686275
436,0.0034453781512605,0.0754901960784314
441,0.00319327731092437,0.0747058823529412
446,0.00369747899159664,0.077843137254902
451,0.0046218487394958,0.0752941176470588
456,0.00436974789915966,0.0768627450980392
461,0.00563025210084034,0.073921568627451
466,0.00647058823529412,0.0690196078431373
471,0.00588235294117647,0.0619607843137255
476,0.00588235294117647,0.0707843137254902
481,0.00857142857142857,0.067843137254902
