"result_sim1","result_se","gamma_result"
0.239166666666667,0.136419975267834,0.142857142857143
0.153333333333333,0.100308167140377,0.3
0.105,0.0891253168857692,0.411764705882353
0.117142857142857,0.105760685577837,0.588235294117647
0.119285714285714,0.100018035891571,0.684210526315789
0.179375,0.11398950808976,0.868421052631579
0.254375,0.136253243405006,0.976190476190476
0.117777777777778,0.0938566909639801,1.13636363636364
0.0888888888888889,0.0835668258989283,1.26086956521739
0.0725,0.0652791209833867,1.41666666666667
0.073,0.064518418010877,1.44
0.0368181818181818,0.0396658343189878,1.92307692307692
0.0563636363636364,0.0603022689155527,2.37037037037037
0.0829166666666667,0.0625336609691833,2.89285714285714
0.102916666666667,0.0714250389939424,3.28333333333333
0.116666666666667,0.0831226292456202,3.7258064516129
0.173846153846154,0.0944455870857338,4.234375
0.186153846153846,0.0944835500753096,4.66666666666667
0.217142857142857,0.0769309258162072,5.19117647058824
0.239333333333333,0.0861158356475189,5.71428571428571
