"result_sim1","result_se","gamma_result"
0.248333333333333,0.131351004639299,0.142857142857143
0.135833333333333,0.106373096646829,0.3
0.108333333333333,0.104942397753435,0.411764705882353
0.0957142857142857,0.0807228730315512,0.588235294117647
0.0792857142857143,0.073837447587619,0.684210526315789
0.076875,0.0675690583885491,0.868421052631579
0.07,0.0728652416062929,0.976190476190476
0.107777777777778,0.0923633525883468,1.13636363636364
0.153333333333333,0.100540998257997,1.26086956521739
0.234,0.143527000944073,1.41666666666667
0.1775,0.106452199165028,1.44
0.0395454545454545,0.0431727553198001,1.92307692307692
0.0177272727272727,0.0280833018427472,2.37037037037037
0.00791666666666667,0.0193676332796555,2.89285714285714
0.00583333333333333,0.0156911478615212,3.28333333333333
0.00166666666666667,0.00820609939862218,3.7258064516129
0.000769230769230769,0.00541174208216499,4.234375
0.00115384615384615,0.00659410030760636,4.66666666666667
0.000357142857142857,0.00357142857142857,5.19117647058824
0.000333333333333333,0.00333333333333333,5.71428571428571
