"result_sim1","result_se","gamma_result"
0.252083333333333,0.126468171142925,0.142857142857143
0.146875,0.0901668148528229,0.3
0.115625,0.0969776660964729,0.411764705882353
0.0991071428571429,0.0831237137969768,0.588235294117647
0.06875,0.0627079336232041,0.684210526315789
0.090625,0.0763201327188826,0.868421052631579
0.1125,0.0863509544925367,0.976190476190476
0.193055555555556,0.115244835413085,1.13636363636364
0.226388888888889,0.131639202035047,1.26086956521739
0.091875,0.0832275172058687,1.41666666666667
0.098125,0.0781283227141514,1.44
0.0215909090909091,0.0331230069797392,1.92307692307692
0.00454545454545455,0.0137223983298171,2.37037037037037
0.00572916666666667,0.0184487044014702,2.89285714285714
0.00416666666666667,0.0142190023605524,3.28333333333333
0.000520833333333333,0.00465847495312456,3.7258064516129
0.00144230769230769,0.00735316146951326,4.234375
0.000961538461538462,0.00604269135341197,4.66666666666667
0,0,5.19117647058824
0,0,5.71428571428571
