"result_sim1","result_se","gamma_result"
0.341666666666667,0.147393825994149,0.142857142857143
0.367045454545455,0.137718901265361,0.3
0.397179487179487,0.138534063521537,0.411764705882353
0.405989010989011,0.113003663003663,0.588235294117647
0.421142857142857,0.141334388678157,0.684210526315789
0.441,0.109585037625492,0.868421052631579
0.458639705882353,0.128029605515354,0.976190476190476
0.426470588235294,0.118723663374216,1.13636363636364
0.385350877192982,0.108679962892975,1.26086956521739
0.386868421052632,0.102957534567823,1.41666666666667
0.3605,0.0980349865397991,1.44
0.326341991341991,0.0868762997732338,1.92307692307692
0.291363636363636,0.0788871487352593,2.37037037037037
0.247771739130435,0.0788983020517183,2.89285714285714
0.233816666666667,0.0673368231752218,3.28333333333333
0.2286,0.0757949712417937,3.7258064516129
0.215384615384615,0.0710669054518701,4.234375
0.212763532763533,0.0674715343846427,4.66666666666667
0.21,0.0568172541668243,5.19117647058824
0.187770114942529,0.0561029542329205,5.71428571428571
