"result_sim1","result_se","gamma_result"
0.244333333333333,0.0799908805127661,0.0714285714285714
0.123666666666667,0.0623690547459154,0.222222222222222
0.0913333333333333,0.0633200411357069,0.368421052631579
0.068125,0.0447222418282158,0.525641025641026
0.090625,0.0562710398361575,0.6625
0.149117647058824,0.0768848189410219,0.829268292682927
0.343055555555556,0.119190997780304,0.976190476190476
0.122222222222222,0.063416862632449,1.11363636363636
0.0688888888888889,0.0476207845335519,1.25555555555556
0.0357894736842105,0.0347914123581851,1.41304347826087
0.03425,0.0304956943475202,1.45744680851064
0.0175,0.0214676171444011,1.76041666666667
0.00976190476190476,0.014787948910148,2.09183673469388
0.00738095238095238,0.0138274253278653,2.37254901960784
0.00409090909090909,0.0122496637351606,2.71153846153846
0.00159090909090909,0.00666337885368416,3
0.00239130434782609,0.0075020762435187,3.34259259259259
0.00217391304347826,0.00655459444734269,3.61607142857143
0.0025,0.00680413817439772,3.95614035087719
0.000416666666666667,0.00293136029450604,4.24137931034483
