"result_sim1","result_se","gamma_result"
0.397,0.102175549292266,0.0142857142857143
0.170666666666667,0.0765824453222643,0.180555555555556
0.120666666666667,0.0620958312279678,0.328947368421053
0.10375,0.057550208645595,0.487179487179487
0.114375,0.0623767724591794,0.6375
0.144117647058824,0.0743712944698695,0.792682926829268
0.320555555555556,0.112672807240513,0.964285714285714
0.170277777777778,0.0861074906012717,1.10227272727273
0.0916666666666667,0.054493209796766,1.25555555555556
0.0671052631578947,0.0425440651765042,1.41304347826087
0.053,0.0337623901686328,1.45744680851064
0.032,0.0279971138483663,1.76041666666667
0.0188095238095238,0.0227757791079517,2.09183673469388
0.0142857142857143,0.0188420849310254,2.37254901960784
0.01,0.0149155174395389,2.71153846153846
0.00977272727272727,0.0148927630137198,3
0.00565217391304348,0.012211811265473,3.34259259259259
0.00608695652173913,0.0134967360308015,3.61607142857143
0.00583333333333333,0.0111111111111111,3.95614035087719
0.00520833333333333,0.0123429386338492,4.24137931034483
0.34,0.0767522578880198,0.0169491525423729
0.1032,0.0475432817163859,0.172131147540984
0.0576923076923077,0.0416330328659481,0.336065573770492
0.0528846153846154,0.0328427909165372,0.484126984126984
0.0557407407407407,0.0323968503995537,0.640625
0.085,0.04405105549108,0.795454545454545
0.2425,0.0864514059969275,0.954545454545455
0.115,0.060931408729648,1.10294117647059
0.0456896551724138,0.0306445372978325,1.26811594202899
0.0276666666666667,0.0260815435429011,1.42857142857143
